"","OTU002","OTU003","OTU005","OTU006","OTU007","OTU008","OTU019","OTU020","OTU025","OTU026","OTU027","OTU028","OTU042","OTU044","OTU046","OTU049","OTU053","OTU055","OTU056","OTU058","OTU059","OTU063","OTU066","OTU068","OTU071","OTU074","OTU075","OTU076","OTU079","OTU080","OTU083","OTU090","OTU091","OTU093","OTU100","OTU103","OTU104","OTU112","OTU116","OTU118","OTU120","OTU122","OTU134"
"E02_T011_S001",1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"E02_T011_S002",0.000291647223518432,NA,0,NA,0.000222246916324036,NA,NA,NA,NA,0.000789265982636148,NA,0.000280426247896803,NA,0.000555092978073827,0.00069888178913738,Inf,NA,NA,0.000247946691461336,4e-04,NA,0.000359080753271625,0.000473866274937213,NA,NA,0.000175633745096891,0.00038971161340608,NA,0.000618556701030928,0.000322684737011939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000109679188374006,0
"E02_T011_S003",0.00033937131463963,NA,0.00212765957446809,NA,0.000317495594748623,NA,NA,NA,NA,0.000591949486977111,NA,0.000280426247896803,NA,0.000277546489036914,0.000499201277955272,NA,NA,NA,0.000464900046490005,6e-04,NA,0.00039897861474625,0.000426479647443491,NA,NA,0.000234178326795855,0.00038971161340608,NA,0,0.000968054211035818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000383877159309021,0.000928505106778087
"E02_T011_S004",0.00091736308488525,NA,0,NA,0.000952486784245869,NA,NA,NA,NA,0.0015785319652723,NA,0.00252383623107123,NA,0.000555092978073827,0.000798722044728434,Inf,NA,NA,0.00108476677514334,0.0016,NA,0.00103734439834025,0.000521252902430934,NA,NA,0.000585445816989638,0.000779423226812159,NA,0.00164948453608247,0.000645369474023879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00153550863723608,0.000928505106778087
"E02_T011_S005",0,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,0,Inf,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"E02_T011_S006",0,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,0,Inf,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"E02_T011_S007",0.00104462732787511,NA,0,NA,0.00107948502214532,NA,NA,NA,NA,0.000591949486977111,NA,0.00308468872686483,NA,0.00166527893422148,0.000798722044728434,NA,NA,NA,0.00102278010227801,0.0016,NA,0.00163581232045962,0.00123205231483675,NA,NA,0.000819624143785493,0.00038971161340608,NA,0.00103092783505155,0.000968054211035818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00109679188374006,0
"E02_T011_S008",0,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,0,Inf,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"E02_T011_S009",0,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"E02_T012_S001",1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"E02_T012_S002",0.000269580905377102,NA,0,0,0.000299132515704457,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000225479143179256,NA,NA,0.000366515173728192,0.000134843581445523,NA,NA,0.000274574409665019,NA,NA,NA,NA,0.000110717449069973,NA,0.00018957345971564,NA,NA,NA,NA,NA,NA,0,NA,0.000383746215835927,NA
"E02_T012_S003",0.00055989880347552,NA,0,0,0.000345152902735912,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000257690449347721,NA,NA,0.000439818208473831,0.00040453074433657,NA,NA,0.000480505216913784,NA,NA,NA,NA,0.000553587245349867,NA,0.000252764612954186,NA,NA,NA,NA,NA,NA,0,NA,0.000341107747409713,NA
"E02_T012_S004",0.000711970083431834,NA,0.00265957446808511,0,0.00101244851469201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000715819613457409,0.000998550491222419,NA,NA,0.000733030347456385,0.0017529665587918,NA,NA,0.00123558484349259,NA,NA,NA,NA,0.000553587245349867,NA,0.000631911532385466,NA,NA,NA,NA,NA,NA,0,NA,0.000682215494819426,NA
"E02_T012_S005",0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"E02_T012_S006",2.76493236284207e-05,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"E02_T012_S007",0.00111979760695104,NA,0,0,0.000897397547113371,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00178954903364352,0.000966339185053954,NA,NA,0.0011361970385574,0.000539374325782093,NA,NA,0.00130422844590884,NA,NA,NA,NA,0.00110717449069973,NA,0.000821484992101106,NA,NA,NA,NA,NA,NA,0,NA,0.00123651558436021,NA
"E02_T012_S008",1.38246618142104e-05,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"E02_T012_S009",0.0381076802908709,NA,0.0292553191489362,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
